"","url","EPSG","horizontal","vertical"
"23","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/AK_ValdezB_2007/ept.json","EPSG:3857+NA","3857",NA
"24","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/AK_Valdez_2007/ept.json","EPSG:3857+NA","3857",NA
"25","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/AK_YukonFlats_2009/ept.json","EPSG:3857+NA","3857",NA
"26","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/AL_25Co_TL_2017/ept.json","EPSG:3857+NA","3857",NA
"27","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/AL_BaldwinCo-East_2011/ept.json","EPSG:3857+NA","3857",NA
"28","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/AL_BaldwinCo-West_2011/ept.json","EPSG:3857+NA","3857",NA
"29","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/AL_BlountCo_2010/ept.json","EPSG:3857+NA","3857",NA
"30","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/AL_ColbertLauderdale_2011/ept.json","EPSG:3857+NA","3857",NA
"31","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/AL_NorthAL_2019/ept.json","EPSG:3857+NA","3857",NA
"32","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/AL_TriCounty_2010/ept.json","EPSG:3857+NA","3857",NA
"33","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/AR-TN_NRCS_CaneCreek_2010/ept.json","EPSG:3857+NA","3857",NA
"34","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/AR-TN_NRCS_Sharkey_2010/ept.json","EPSG:3857+NA","3857",NA
"35","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-AK_EkluntaGlacier_2010/ept.json","EPSG:3857+NA","3857",NA
"36","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-AL_MobileBay_2010/ept.json","EPSG:3857+NA","3857",NA
"37","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-AL_TennesseeRiver_2010/ept.json","EPSG:3857+NA","3857",NA
"38","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-CA_CentralCoast-Z3_2010/ept.json","EPSG:3857+NA","3857",NA
"39","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-CA_CentralCoast-Z4_2010/ept.json","EPSG:3857+NA","3857",NA
"40","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-CA_ChannelIslands-10_2010/ept.json","EPSG:3857+NA","3857",NA
"41","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-CA_ChannelIslands-11_2010/ept.json","EPSG:3857+NA","3857",NA
"42","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-CA_GoldenGate_2010/ept.json","EPSG:3857+NA","3857",NA
"43","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-CA_SanFranCoast_2010/ept.json","EPSG:3857+NA","3857",NA
"44","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-CO_GrandCo_2010/ept.json","EPSG:3857+NA","3857",NA
"45","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-FL_Charlotte-E_2010/ept.json","EPSG:3857+NA","3857",NA
"46","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-FL_Charlotte-W_2010/ept.json","EPSG:3857+NA","3857",NA
"47","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-FL_KissimmeeRiver_2011/ept.json","EPSG:3857+NA","3857",NA
"48","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-FL_LibertyCo_2010/ept.json","EPSG:3857+NA","3857",NA
"49","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-FL_SuwanneeRiver_2011/ept.json","EPSG:3857+NA","3857",NA
"50","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-FL_UpperStJohnsRiver_2010/ept.json","EPSG:3857+NA","3857",NA
"51","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-GA_LakeLanier_2010/ept.json","EPSG:3857+NA","3857",NA
"52","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-IL_LakeCo_2007/ept.json","EPSG:3857+NA","3857",NA
"53","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-IN_Flood_2010/ept.json","EPSG:3857+NA","3857",NA
"54","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-LA_Coastal-Z15_2011/ept.json","EPSG:3857+NA","3857",NA
"55","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-LA_Coastal-Z16_2011/ept.json","EPSG:3857+NA","3857",NA
"56","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-LFTNE_ConnecticutZ18_2010/ept.json","EPSG:3857+NA","3857",NA
"57","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-LFTNE_ConnecticutZ19_2011/ept.json","EPSG:3857+NA","3857",NA
"58","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-LFTNE_Massachusetts_2011/ept.json","EPSG:3857+NA","3857",NA
"59","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-LFTNE_NewHampshire_2011/ept.json","EPSG:3857+NA","3857",NA
"60","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-LFTNE_NewYork_2010/ept.json","EPSG:3857+NA","3857",NA
"61","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-LFTNE_RhodeIsland_2011/ept.json","EPSG:3857+NA","3857",NA
"62","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-MI_4SECounties_2010/ept.json","EPSG:3857+NA","3857",NA
"63","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-MI_LowerPeninsula_2010/ept.json","EPSG:3857+NA","3857",NA
"64","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-MI_TriCounty_2010/ept.json","EPSG:3857+NA","3857",NA
"65","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-MO_StoneCo_2010/ept.json","EPSG:3857+NA","3857",NA
"66","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-NE_PlatteRiver_2010/ept.json","EPSG:3857+NA","3857",NA
"67","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-NJ_3Counties_2010/ept.json","EPSG:3857+NA","3857",NA
"68","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-NRCS_Illinois_2010/ept.json","EPSG:3857+NA","3857",NA
"69","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-NRCS_Kentucky_2010/ept.json","EPSG:3857+NA","3857",NA
"70","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-OR_SandyRiver_2010/ept.json","EPSG:3857+NA","3857",NA
"71","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-SC_AllendaleCo_2010/ept.json","EPSG:3857+NA","3857",NA
"72","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-SC_BambergCo_2010/ept.json","EPSG:3857+NA","3857",NA
"73","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-SC_HamptonCo_2010/ept.json","EPSG:3857+NA","3857",NA
"74","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-SC_LeeCo_2010/ept.json","EPSG:3857+NA","3857",NA
"75","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-TN_SmokyMtns_2011/ept.json","EPSG:3857+NA","3857",NA
"76","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-TX_CalhounCo_2010/ept.json","EPSG:3857+NA","3857",NA
"77","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-TX_HidalgoCo_2010/ept.json","EPSG:3857+NA","3857",NA
"78","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-TX_NuecesCo_2010/ept.json","EPSG:3857+NA","3857",NA
"79","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-TX_WilacyCo_2010/ept.json","EPSG:3857+NA","3857",NA
"80","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-WI_BrownCo_2010/ept.json","EPSG:3857+NA","3857",NA
"81","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/AR_BuffaloRiver_2009/ept.json","EPSG:3857+NA","3857",NA
"82","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/AR_BuffaloRiver_2010/ept.json","EPSG:3857+NA","3857",NA
"83","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/AR_Dardanelle_2011/ept.json","EPSG:3857+NA","3857",NA
"84","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/AR_FEMA-ChicotDesha_2011/ept.json","EPSG:3857+NA","3857",NA
"85","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/AR_FEMA-VI-BayouMeto_2012/ept.json","EPSG:3857+NA","3857",NA
"86","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/AR_LowerStFrancisRiver-FEMA_2012/ept.json","EPSG:3857+NA","3857",NA
"87","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/AR_McKinneyPosten_2011/ept.json","EPSG:3857+NA","3857",NA
"88","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/AR_PAgis_2010/ept.json","EPSG:3857+NA","3857",NA
"89","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/AR_UpperBlackWatershed-FEMA_2012/ept.json","EPSG:3857+NA","3857",NA
"90","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/AR_UpperWhiteVillage-FEMA_2012/ept.json","EPSG:3857+NA","3857",NA
"91","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/AZ_AubreyCherry_1_2020/ept.json","EPSG:3857+NA","3857",NA
"92","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/AZ_Black_Mesa_CoalMine_2012/ept.json","EPSG:3857+NA","3857",NA
"93","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/AZ_BrawleyRillito_TL_2018/ept.json","EPSG:3857+NA","3857",NA
"94","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/AZ_Cochise-FEMA_2012/ept.json","EPSG:3857+NA","3857",NA
"95","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/AZ_CochiseCounty_1_2020/ept.json","EPSG:3857+NA","3857",NA
"96","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/AZ_CochiseCounty_2_2020/ept.json","EPSG:3857+NA","3857",NA
"97","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/AZ_Coconino_B1_2019/ept.json","EPSG:3857+NA","3857",NA
"98","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/AZ_FEMA_Central_2017/ept.json","EPSG:3857+NA","3857",NA
"99","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/AZ_FEMA_East_2017/ept.json","EPSG:3857+NA","3857",NA
"100","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/AZ_NavajoCorridor_1_2020/ept.json","EPSG:3857+NA","3857",NA
"101","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/AZ_NorthKaibabNF_B1_2019/ept.json","EPSG:3857+NA","3857",NA
"102","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/AZ_OrganPipeCactusNM_1_2020/ept.json","EPSG:3857+NA","3857",NA
"103","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/AZ_SanCarlosReservation_2013/ept.json","EPSG:3857+NA","3857",NA
"104","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/AZ_Tucson_2011/ept.json","EPSG:3857+NA","3857",NA
"105","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/CA_AlamedaCo_2006/ept.json","EPSG:3857+NA","3857",NA
"106","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/CA_CalaverasTuolumne_2011/ept.json","EPSG:3857+NA","3857",NA
"107","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/CA_ContraCostaCo_2007/ept.json","EPSG:3857+NA","3857",NA
"108","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/CA_DayFire_2007/ept.json","EPSG:3857+NA","3857",NA
"109","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/CA_FEMAR9Estrella_2019/ept.json","EPSG:3857+NA","3857",NA
"110","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/CA_FEMAR9Fresno_1_2019/ept.json","EPSG:3857+NA","3857",NA
"111","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/CA_FEMAR9Fresno_2_2019/ept.json","EPSG:3857+NA","3857",NA
"112","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/CA_FEMAR9PanocheSanLuis_2019/ept.json","EPSG:3857+NA","3857",NA
"113","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/CA_FEMA_Z1_2018/ept.json","EPSG:3857+NA","3857",NA
"114","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/CA_FEMA_Z4_B1_2018/ept.json","EPSG:3857+NA","3857",NA
"115","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/CA_FEMA_Z4_B2_2018/ept.json","EPSG:3857+NA","3857",NA
"116","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/CA_FEMA_Z4_QL1_2018/ept.json","EPSG:3857+NA","3857",NA
"117","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/CA_LowerBearCreek_2020/ept.json","EPSG:3857+NA","3857",NA
"118","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/CA_MountainPass_B1_2019/ept.json","EPSG:3857+NA","3857",NA
"119","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/CA_NoCAL_Wildfires_TL_QL1_2018/ept.json","EPSG:3857+NA","3857",NA
"120","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/CA_NoCAL_Wildfires_TL_QL2_2018/ept.json","EPSG:3857+NA","3857",NA
"121","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/CA_OrangeCo_2011/ept.json","EPSG:3857+NA","3857",NA
"122","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/CA_PlacerCo_2012/ept.json","EPSG:3857+NA","3857",NA
"123","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/CA_SaltonSea_2010/ept.json","EPSG:3857+NA","3857",NA
"124","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/CA_SantaClaraCounty_2020/ept.json","EPSG:3857+NA","3857",NA
"125","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/CA_Scripps-Apr_2004/ept.json","EPSG:3857+NA","3857",NA
"126","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/CA_Scripps-Apr_2005/ept.json","EPSG:3857+NA","3857",NA
"127","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/CA_Scripps-Dec_2002/ept.json","EPSG:3857+NA","3857",NA
"128","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/CA_Scripps-Mar_2003/ept.json","EPSG:3857+NA","3857",NA
"129","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/CA_Scripps-Mar_2006/ept.json","EPSG:3857+NA","3857",NA
"130","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/CA_Scripps-May_2002/ept.json","EPSG:3857+NA","3857",NA
"131","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/CA_Scripps-Oct_2003/ept.json","EPSG:3857+NA","3857",NA
"132","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/CA_Scripps-Oct_2005/ept.json","EPSG:3857+NA","3857",NA
"133","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/CA_Scripps-Sep_2002/ept.json","EPSG:3857+NA","3857",NA
"134","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/CA_Scripps-Sep_2004/ept.json","EPSG:3857+NA","3857",NA
"135","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/CO_ArkansasValley_2010/ept.json","EPSG:3857+NA","3857",NA
"136","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/CO_CentralEasternPlains_1_2020/ept.json","EPSG:3857+NA","3857",NA
"137","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/CO_CentralEasternPlains_2_2020/ept.json","EPSG:3857+NA","3857",NA
"138","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/CO_DenverDNC_2008/ept.json","EPSG:3857+NA","3857",NA
"139","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/CO_Denver_2008/ept.json","EPSG:3857+NA","3857",NA
"140","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/CO_Eastern_B1_2018/ept.json","EPSG:3857+NA","3857",NA
"141","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/CO_Eastern_B2_QL1_Central_2018/ept.json","EPSG:3857+NA","3857",NA
"142","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/CO_Eastern_B2_QL2_Central_2018/ept.json","EPSG:3857+NA","3857",NA
"143","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/CO_Eastern_B2_QL2_North_2018/ept.json","EPSG:3857+NA","3857",NA
"144","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/CO_Eastern_B3_2018/ept.json","EPSG:3857+NA","3857",NA
"145","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/CO_Eastern_B4_2018/ept.json","EPSG:3857+NA","3857",NA
"146","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/CO_Eastern_B5_2018/ept.json","EPSG:3857+NA","3857",NA
"147","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/CO_Eastern_South_Priority2_2018/ept.json","EPSG:3857+NA","3857",NA
"148","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/CO_NESEColorado_1_2019/ept.json","EPSG:3857+NA","3857",NA
"149","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/CO_NESEColorado_2_2019/ept.json","EPSG:3857+NA","3857",NA
"150","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/CO_NESEColorado_3_2019/ept.json","EPSG:3857+NA","3857",NA
"151","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/CO_NESEColorado_4_2019/ept.json","EPSG:3857+NA","3857",NA
"152","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/CO_San-Luis-Valley_2011/ept.json","EPSG:3857+NA","3857",NA
"153","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/CO_SanLuisJuanMiguel_1_2020/ept.json","EPSG:3857+NA","3857",NA
"154","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/CO_SanLuisJuanMiguel_2_2020/ept.json","EPSG:3857+NA","3857",NA
"155","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/CO_SanLuisJuanMiguel_3_2020/ept.json","EPSG:3857+NA","3857",NA
"156","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/CO_SanLuisJuanMiguel_5_2020/ept.json","EPSG:3857+NA","3857",NA
"157","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/CO_Southwest_NRCS_B1_2018/ept.json","EPSG:3857+NA","3857",NA
"158","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/CO_Southwest_NRCS_B2_2018/ept.json","EPSG:3857+NA","3857",NA
"159","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/CO_Southwest_NRCS_B3_2018/ept.json","EPSG:3857+NA","3857",NA
"160","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/CO_Southwest_NRCS_TL_2018/ept.json","EPSG:3857+NA","3857",NA
"161","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/CO_WestCentral_2019/ept.json","EPSG:3857+NA","3857",NA
"162","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/CT_Statewide_B1_2016/ept.json","EPSG:3857+NA","3857",NA
"163","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/CT_Statewide_B2_2016/ept.json","EPSG:3857+NA","3857",NA
"164","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/CT_Statewide_B3_2016/ept.json","EPSG:3857+NA","3857",NA
"165","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/CT_Statewide_B4_2016/ept.json","EPSG:3857+NA","3857",NA
"166","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/CT_Statewide_B5_2016/ept.json","EPSG:3857+NA","3857",NA
"167","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/CT_Statewide_B6_2016/ept.json","EPSG:3857+NA","3857",NA
"168","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/CT_Statewide_B7_2016/ept.json","EPSG:3857+NA","3857",NA
"169","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/FL_CharlotteCounty_2007/ept.json","EPSG:3857+NA","3857",NA
"170","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/FL_ClayPutnam_2007/ept.json","EPSG:3857+NA","3857",NA
"171","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/FL_DuvalCo_2007/ept.json","EPSG:3857+NA","3857",NA
"172","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/FL_Elgin_2006-2008/ept.json","EPSG:3857+NA","3857",NA
"173","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/FL_EscambiaCo_2006/ept.json","EPSG:3857+NA","3857",NA
"174","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/FL_FlaglerCo_2004/ept.json","EPSG:3857+NA","3857",NA
"175","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/FL_FranklinCo_2007/ept.json","EPSG:3857+NA","3857",NA
"176","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/FL_Gulf_2007/ept.json","EPSG:3857+NA","3857",NA
"177","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/FL_HerbHooverDike_2007/ept.json","EPSG:3857+NA","3857",NA
"178","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/FL_HillsboroughCo-Lot2_2011/ept.json","EPSG:3857+NA","3857",NA
"179","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/FL_HillsboroughCo_2007/ept.json","EPSG:3857+NA","3857",NA
"180","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/FL_HurricaneMichael_2_2020/ept.json","EPSG:3857+NA","3857",NA
"181","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/FL_IndianRiver_2007/ept.json","EPSG:3857+NA","3857",NA
"182","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/FL_JeffersonCo-North_2007/ept.json","EPSG:3857+NA","3857",NA
"183","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/FL_LeeCounty_2007/ept.json","EPSG:3857+NA","3857",NA
"184","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/FL_LeonCo_2009/ept.json","EPSG:3857+NA","3857",NA
"185","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/FL_ManateeCo_2007/ept.json","EPSG:3857+NA","3857",NA
"186","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/FL_NWFWMD_5-Counties_2007/ept.json","EPSG:3857+NA","3857",NA
"187","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/FL_NassauCo_2007/ept.json","EPSG:3857+NA","3857",NA
"188","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/FL_OkaloosaCo_2007/ept.json","EPSG:3857+NA","3857",NA
"189","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/FL_OkaloosaCo_2008/ept.json","EPSG:3857+NA","3857",NA
"190","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/FL_Panhandle_TL_2018/ept.json","EPSG:3857+NA","3857",NA
"191","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/FL_PascoCo_2007/ept.json","EPSG:3857+NA","3857",NA
"192","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/FL_PascoCo_2011/ept.json","EPSG:3857+NA","3857",NA
"193","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/FL_Peninsular_FDEM_Clay_2018/ept.json","EPSG:3857+NA","3857",NA
"194","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/FL_Peninsular_FDEM_Desoto_2018/ept.json","EPSG:3857+NA","3857",NA
"195","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/FL_Peninsular_FDEM_Duval_2018/ept.json","EPSG:3857+NA","3857",NA
"196","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/FL_Peninsular_FDEM_Glades_2018/ept.json","EPSG:3857+NA","3857",NA
"197","https://s3-us-west-2.amazonaws.com/usgs-lidar-public/FL_Peninsular_FDEM_Manatee_2018/ept.json","EPSG:3857+NA","3857",NA
